world_cup_year,match_id,stage,match_date,home_team,away_team,stadium,city,attendance,stadium_capacity,attendance_status,final_flag,extra_time_flag,penalty_flag,host_team_flag,opening_match_flag,avg_per_match_benchmark_m,final_benchmark_m,opening_benchmark_m,stage_weight,attendance_ratio,attendance_factor,host_factor,suspense_factor,raw_index,scale_factor,override_viewers_m,estimated_global_viewers_m,model_note,source_bridge
2014,2014_05,group stage,2014-06-14,Colombia,Greece,Estádio Mineirão,Belo Horizonte,57174.0,43000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,1.3296279069767443,1.2488883720930233,1.0,1.0,1.024088465116279,160.77321028481182,,164.6459901523897,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_06,group stage,2014-06-14,Uruguay,Costa Rica,Estádio Castelão,Fortaleza,58679.0,63000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9314126984126984,1.1294238095238094,1.0,1.0,0.9261275238095237,160.77321028481182,,148.89649513598062,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_07,group stage,2014-06-14,England,Italy,Arena da Amazônia,Manaus,39800.0,41000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9707317073170731,1.1412195121951219,1.0,1.0,0.9357999999999999,160.77321028481182,,150.45157018452687,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_08,group stage,2014-06-14,Ivory Coast,Japan,Arena Pernambuco,Recife,40267.0,43000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9364418604651162,1.1309325581395349,1.0,1.0,0.9273646976744185,160.77321028481182,,149.09539954992024,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_09,group stage,2014-06-15,Switzerland,Ecuador,Estádio Nacional,Brasília,68351.0,70000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9764428571428572,1.1429328571428572,1.0,1.0,0.9372049428571428,160.77321028481182,,150.67744735793647,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_10,group stage,2014-06-15,France,Honduras,Estádio Beira-Rio,Porto Alegre,43012.0,43000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,1.000279069767442,1.1500837209302326,1.0,1.0,0.9430686511627907,160.77321028481182,,151.6201745664092,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_11,group stage,2014-06-15,Argentina,Bosnia and Herzegovina,Estádio do Maracanã,Rio de Janeiro,74738.0,200000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.37369,0.9621069999999999,1.0,1.0,0.7889277399999999,160.77321028481182,,126.83844544254133,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_12,group stage,2014-06-16,Germany,Portugal,Arena Fonte Nova,Salvador,51081.0,52000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.982326923076923,1.1446980769230768,1.0,1.0,0.9386524230769229,160.77321028481182,,150.91016339969428,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_13,group stage,2014-06-16,Iran,Nigeria,Arena da Baixada,Curitiba,39081.0,40000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.977025,1.1431075,1.0,1.0,0.9373481499999999,160.77321028481182,,150.70047123002934,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_14,group stage,2014-06-16,Ghana,United States,Arena das Dunas,Natal,39760.0,40000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.994,1.1481999999999999,1.0,1.0,0.9415239999999998,160.77321028481182,,151.37183604019714,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_15,group stage,2014-06-17,Belgium,Algeria,Estádio Mineirão,Belo Horizonte,56800.0,43000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,1.3209302325581396,1.246279069767442,1.0,1.0,1.0219488372093024,160.77321028481182,,164.3019953049701,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_16,group stage,2014-06-17,Brazil,Mexico,Estádio Castelão,Fortaleza,60342.0,63000,real_match_attendance,0,0,0,1,0,186.7,1010.0,0.0,0.82,0.9578095238095238,1.137342857142857,1.25,1.0,1.1657764285714283,160.77321028481182,,187.42561889579116,Modeled from Layer A average-per-match benchmark; stage=group stage; host-team uplift; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_17,group stage,2014-06-17,Russia,South Korea,Arena Pantanal,Cuiabá,37603.0,41000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9171463414634147,1.1251439024390244,1.0,1.0,0.9226179999999999,160.77321028481182,,148.3322577265525,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_18,group stage,2014-06-18,Australia,Netherlands,Estádio Beira-Rio,Porto Alegre,42877.0,43000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.997139534883721,1.1491418604651162,1.0,1.0,0.9422963255813953,160.77321028481182,,151.49600530330318,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_19,group stage,2014-06-18,Spain,Chile,Estádio do Maracanã,Rio de Janeiro,74101.0,200000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.370505,0.9611514999999999,1.0,1.0,0.7881442299999999,160.77321028481182,,126.71247802455107,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_20,group stage,2014-06-18,Cameroon,Croatia,Arena da Amazônia,Manaus,39982.0,41000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.975170731707317,1.1425512195121952,1.0,1.0,0.936892,160.77321028481182,,150.62713453015792,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_21,group stage,2014-06-19,Colombia,Ivory Coast,Estádio Nacional,Brasília,68748.0,70000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9821142857142857,1.1446342857142857,1.0,1.0,0.9386001142857142,160.77321028481182,,150.90175354740555,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_22,group stage,2014-06-19,Uruguay,England,Arena Corinthians,São Paulo,62575.0,63000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9932539682539683,1.1479761904761905,1.0,1.0,0.9413404761904761,160.77321028481182,,151.3423303281763,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_23,group stage,2014-06-19,Japan,Greece,Arena das Dunas,Natal,39485.0,40000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.987125,1.1461375,1.0,1.0,0.93983275,160.77321028481182,,151.09992834830297,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_24,group stage,2014-06-20,Italy,Costa Rica,Arena Pernambuco,Recife,40285.0,43000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9368604651162791,1.1310581395348838,1.0,1.0,0.9274676744186047,160.77321028481182,,149.1119554516677,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_25,group stage,2014-06-20,Switzerland,France,Arena Fonte Nova,Salvador,51003.0,52000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9808269230769231,1.144248076923077,1.0,1.0,0.938283423076923,160.77321028481182,,150.8508380850992,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_26,group stage,2014-06-20,Honduras,Ecuador,Arena da Baixada,Curitiba,39224.0,40000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9806,1.14418,1.0,1.0,0.9382275999999999,160.77321028481182,,150.8418632298143,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_27,group stage,2014-06-21,Argentina,Iran,Estádio Mineirão,Belo Horizonte,57698.0,43000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,1.3418139534883722,1.2525441860465116,1.0,1.0,1.0270862325581396,160.77321028481182,,165.1279508477049,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_28,group stage,2014-06-21,Germany,Ghana,Estádio Castelão,Fortaleza,59621.0,63000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9463650793650794,1.1339095238095238,1.0,1.0,0.9298058095238094,160.77321028481182,,149.4878649386111,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_29,group stage,2014-06-21,Nigeria,Bosnia and Herzegovina,Arena Pantanal,Cuiabá,40499.0,41000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.987780487804878,1.1463341463414634,1.0,1.0,0.9399939999999999,160.77321028481182,,151.1258530284614,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_30,group stage,2014-06-22,Belgium,Russia,Estádio do Maracanã,Rio de Janeiro,73819.0,200000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.369095,0.9607285,1.0,1.0,0.7877973699999999,160.77321028481182,,126.6567122288317,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_31,group stage,2014-06-22,South Korea,Algeria,Estádio Beira-Rio,Porto Alegre,42732.0,43000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9937674418604651,1.1481302325581395,1.0,1.0,0.9414667906976744,160.77321028481182,,151.36263831700413,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_32,group stage,2014-06-22,United States,Portugal,Arena da Amazônia,Manaus,40123.0,41000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.978609756097561,1.1435829268292683,1.0,1.0,0.937738,160.77321028481182,,150.76314866605887,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_33,group stage,2014-06-23,Australia,Spain,Arena da Baixada,Curitiba,39375.0,40000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.984375,1.1453125,1.0,1.0,0.9391562499999999,160.77321028481182,,150.9911652715453,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_34,group stage,2014-06-23,Netherlands,Chile,Arena Corinthians,São Paulo,62996.0,63000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9999365079365079,1.1499809523809523,1.0,1.0,0.9429843809523808,160.77321028481182,,151.60662617415022,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_35,group stage,2014-06-23,Cameroon,Brazil,Estádio Nacional,Brasília,69112.0,70000,real_match_attendance,0,0,0,1,0,186.7,1010.0,0.0,0.82,0.9873142857142857,1.1461942857142857,1.25,1.0,1.1748491428571428,160.77321028481182,,188.88426829750236,Modeled from Layer A average-per-match benchmark; stage=group stage; host-team uplift; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_36,group stage,2014-06-23,Croatia,Mexico,Arena Pernambuco,Recife,41212.0,43000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9584186046511628,1.1375255813953489,1.0,1.0,0.932770976744186,160.77321028481182,,149.96458439166233,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_37,group stage,2014-06-24,Costa Rica,England,Estádio Mineirão,Belo Horizonte,57823.0,43000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,1.3447209302325582,1.2534162790697674,1.0,1.0,1.027801348837209,160.77321028481182,,165.24292238761785,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_38,group stage,2014-06-24,Italy,Uruguay,Arena das Dunas,Natal,39706.0,40000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.99265,1.147795,1.0,1.0,0.9411918999999999,160.77321028481182,,151.31844325706155,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_39,group stage,2014-06-24,Japan,Colombia,Arena Pantanal,Cuiabá,40340.0,41000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9839024390243902,1.145170731707317,1.0,1.0,0.9390399999999999,160.77321028481182,,150.97247538584966,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_40,group stage,2014-06-24,Greece,Ivory Coast,Estádio Castelão,Fortaleza,59095.0,63000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.938015873015873,1.1314047619047618,1.0,1.0,0.9277519047619046,160.77321028481182,,149.1576520764204,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_41,group stage,2014-06-25,Bosnia and Herzegovina,Iran,Arena Fonte Nova,Salvador,48011.0,52000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9232884615384616,1.1269865384615385,1.0,1.0,0.9241289615384616,160.77321028481182,,148.57517986370786,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_42,group stage,2014-06-25,Nigeria,Argentina,Estádio Beira-Rio,Porto Alegre,43285.0,43000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,1.006627906976744,1.1519883720930233,1.0,1.0,0.944630465116279,160.77321028481182,,151.87127240957912,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_43,group stage,2014-06-25,Honduras,Switzerland,Arena da Amazônia,Manaus,40322.0,41000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9834634146341463,1.1450390243902437,1.0,1.0,0.9389319999999998,160.77321028481182,,150.9551118791389,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_44,group stage,2014-06-25,Ecuador,France,Estádio do Maracanã,Rio de Janeiro,73749.0,200000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.368745,0.9606235,1.0,1.0,0.78771127,160.77321028481182,,126.64286965542618,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_45,group stage,2014-06-26,Portugal,Ghana,Estádio Nacional,Brasília,67540.0,70000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9648571428571429,1.1394571428571427,1.0,1.0,0.9343548571428569,160.77321028481182,,150.21922992806384,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_46,group stage,2014-06-26,United States,Germany,Arena Pernambuco,Recife,41876.0,43000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9738604651162791,1.1421581395348837,1.0,1.0,0.9365696744186045,160.77321028481182,,150.57531321168005,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_47,group stage,2014-06-26,Algeria,Russia,Arena da Baixada,Curitiba,39311.0,40000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.982775,1.1448325,1.0,1.0,0.9387626499999999,160.77321028481182,,150.9278849359772,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_48,group stage,2014-06-26,South Korea,Belgium,Arena Corinthians,São Paulo,61397.0,63000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,0.82,0.9745555555555555,1.1423666666666668,1.0,1.0,0.9367406666666667,160.77321028481182,,150.60280418433481,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_49,round of 16,2014-06-28,Brazil,Chile,Estádio Mineirão,Belo Horizonte,57714.0,43000,real_match_attendance,0,1,1,1,0,186.7,1010.0,0.0,1.05,1.342186046511628,1.2526558139534885,1.25,1.2000000000000002,1.9729329069767447,160.77321028481182,,317.19475713119726,Modeled from Layer A average-per-match benchmark; stage=round of 16; host-team uplift; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_50,round of 16,2014-06-28,Colombia,Uruguay,Estádio do Maracanã,Rio de Janeiro,73804.0,200000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,1.05,0.36902,0.960706,1.0,1.0,1.0087413,160.77321028481182,,162.17857714787445,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_51,round of 16,2014-06-29,Netherlands,Mexico,Estádio Castelão,Fortaleza,58817.0,63000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,1.05,0.9336031746031747,1.1300809523809523,1.0,1.0,1.186585,160.77321028481182,,190.77107972580345,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_52,round of 16,2014-06-29,Costa Rica,Greece,Arena Pernambuco,Recife,41242.0,43000,real_match_attendance,0,1,1,0,0,186.7,1010.0,0.0,1.05,0.9591162790697675,1.1377348837209302,1.0,1.2000000000000002,1.4335459534883723,160.77321028481182,,230.47578503312715,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_53,round of 16,2014-06-30,France,Nigeria,Estádio Nacional,Brasília,67882.0,70000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,1.05,0.9697428571428571,1.1409228571428571,1.0,1.0,1.197969,160.77321028481182,,192.60132195168575,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_54,round of 16,2014-06-30,Germany,Algeria,Estádio Beira-Rio,Porto Alegre,43063.0,43000,real_match_attendance,0,1,0,0,0,186.7,1010.0,0.0,1.05,1.0014651162790698,1.1504395348837209,1.0,1.08,1.3045984325581397,160.77321028481182,,209.74447813490568,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_55,round of 16,2014-07-01,Argentina,Switzerland,Arena Corinthians,São Paulo,63255.0,63000,real_match_attendance,0,1,0,0,0,186.7,1010.0,0.0,1.05,1.004047619047619,1.1512142857142857,1.0,1.08,1.3054770000000002,160.77321028481182,,209.88572824298532,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_56,round of 16,2014-07-01,Belgium,United States,Arena Fonte Nova,Salvador,51227.0,52000,real_match_attendance,0,1,0,0,0,186.7,1010.0,0.0,1.05,0.9851346153846153,1.1455403846153844,1.0,1.08,1.299042796153846,160.77321028481182,,208.85128063501222,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_57,quarter-finals,2014-07-04,France,Germany,Estádio do Maracanã,Rio de Janeiro,74240.0,200000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,1.25,0.3712,0.96136,1.0,1.0,1.2017,160.77321028481182,,193.20116679925837,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_58,quarter-finals,2014-07-04,Brazil,Colombia,Estádio Castelão,Fortaleza,60342.0,63000,real_match_attendance,0,0,0,1,0,186.7,1010.0,0.0,1.25,0.9578095238095238,1.137342857142857,1.25,1.0,1.777098214285714,160.77321028481182,,285.70978490212065,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; host-team uplift; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_59,quarter-finals,2014-07-05,Argentina,Belgium,Estádio Nacional,Brasília,68551.0,70000,real_match_attendance,0,0,0,0,0,186.7,1010.0,0.0,1.25,0.9793,1.14379,1.0,1.0,1.4297375,160.77321028481182,,229.86348773958116,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_60,quarter-finals,2014-07-05,Netherlands,Costa Rica,Arena Fonte Nova,Salvador,51179.0,52000,real_match_attendance,0,1,1,0,0,186.7,1010.0,0.0,1.25,0.9842115384615384,1.1452634615384616,1.0,1.2000000000000002,1.7178951923076926,160.77321028481182,,276.1915250001519,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_61,semi-finals,2014-07-08,Brazil,Germany,Estádio Mineirão,Belo Horizonte,58141.0,43000,real_match_attendance,0,0,0,1,0,186.7,1010.0,0.0,1.55,1.3521162790697674,1.2556348837209301,1.25,1.0,2.432792587209302,160.77321028481182,,391.1278742027325,Modeled from Layer A average-per-match benchmark; stage=semi-finals; host-team uplift; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_62,semi-finals,2014-07-09,Netherlands,Argentina,Arena Corinthians,São Paulo,63267.0,63000,real_match_attendance,0,1,1,0,0,186.7,1010.0,0.0,1.55,1.0042380952380952,1.1512714285714285,1.0,1.2000000000000002,2.1413648571428574,160.77321028481182,,344.27410247393465,Modeled from Layer A average-per-match benchmark; stage=semi-finals; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_63,third-place match,2014-07-12,Brazil,Netherlands,Estádio Nacional,Brasília,68034.0,70000,real_match_attendance,0,0,0,1,0,186.7,1010.0,0.0,0.95,0.9719142857142857,1.1415742857142857,1.25,1.0,1.3556194642857142,160.77321028481182,,217.94729319779108,Modeled from Layer A average-per-match benchmark; stage=third-place match; host-team uplift; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2014,2014_64,final,2014-07-13,Germany,Argentina,Estádio do Maracanã,Rio de Janeiro,74738.0,200000,real_match_attendance,0,1,0,0,0,186.7,1010.0,0.0,1.0,0.37369,0.9621069999999999,1.0,1.08,1.03907556,160.77321028481182,,167.05551350968858,Modeled from Layer A average-per-match benchmark; stage=final; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2018,2018_01,group stage,2018-06-14,Russia,Saudi Arabia,Luzhniki Stadium,Moscow,,78000,pending_match_level_source,0,0,0,1,1,191.0,1120.0,0.0,0.82,,1.0,1.25,1.0,1.025,187.90401732832436,,192.60161776153245,Modeled from Layer A average-per-match benchmark; stage=group stage; host-team uplift; no match attendance available,Layer A global benchmarks + Dataset 1 attendance/match metadata
2018,2018_02,group stage,2018-06-15,Egypt,Uruguay,Central Stadium,Yekaterinburg,,33000,pending_match_level_source,0,0,0,0,0,191.0,1120.0,0.0,0.82,,1.0,1.0,1.0,0.82,187.90401732832436,,154.08129420922597,Modeled from Layer A average-per-match benchmark; stage=group stage; no match attendance available,Layer A global benchmarks + Dataset 1 attendance/match metadata
2018,2018_03,group stage,2018-06-15,Morocco,Iran,Krestovsky Stadium,Saint Petersburg,,64000,pending_match_level_source,0,0,0,0,0,191.0,1120.0,0.0,0.82,,1.0,1.0,1.0,0.82,187.90401732832436,,154.08129420922597,Modeled from Layer A average-per-match benchmark; stage=group stage; no match attendance available,Layer A global benchmarks + Dataset 1 attendance/match metadata
2018,2018_04,group stage,2018-06-15,Portugal,Spain,Fisht Olympic Stadium,Sochi,,44000,pending_match_level_source,0,0,0,0,0,191.0,1120.0,0.0,0.82,,1.0,1.0,1.0,0.82,187.90401732832436,,154.08129420922597,Modeled from Layer A average-per-match benchmark; stage=group stage; no match attendance available,Layer A global benchmarks + Dataset 1 attendance/match metadata
2018,2018_05,group stage,2018-06-16,France,Australia,Kazan Arena,Kazan,,43000,pending_match_level_source,0,0,0,0,0,191.0,1120.0,0.0,0.82,,1.0,1.0,1.0,0.82,187.90401732832436,,154.08129420922597,Modeled from Layer A average-per-match benchmark; stage=group stage; no match attendance available,Layer A global benchmarks + Dataset 1 attendance/match metadata
2018,2018_06,group stage,2018-06-16,Argentina,Iceland,Otkritie Arena,Moscow,,44000,pending_match_level_source,0,0,0,0,0,191.0,1120.0,0.0,0.82,,1.0,1.0,1.0,0.82,187.90401732832436,,154.08129420922597,Modeled from Layer A average-per-match benchmark; stage=group stage; no match attendance available,Layer A global benchmarks + Dataset 1 attendance/match metadata
2018,2018_07,group stage,2018-06-16,Peru,Denmark,Mordovia Arena,Saransk,,42000,pending_match_level_source,0,0,0,0,0,191.0,1120.0,0.0,0.82,,1.0,1.0,1.0,0.82,187.90401732832436,,154.08129420922597,Modeled from Layer A average-per-match benchmark; stage=group stage; no match attendance available,Layer A global benchmarks + Dataset 1 attendance/match metadata
2018,2018_08,group stage,2018-06-16,Croatia,Nigeria,Kaliningrad Stadium,Kaliningrad,,34000,pending_match_level_source,0,0,0,0,0,191.0,1120.0,0.0,0.82,,1.0,1.0,1.0,0.82,187.90401732832436,,154.08129420922597,Modeled from Layer A average-per-match benchmark; stage=group stage; no match attendance available,Layer A global benchmarks + Dataset 1 attendance/match metadata
2018,2018_09,group stage,2018-06-17,Costa Rica,Serbia,Samara Arena,Samara,,42000,pending_match_level_source,0,0,0,0,0,191.0,1120.0,0.0,0.82,,1.0,1.0,1.0,0.82,187.90401732832436,,154.08129420922597,Modeled from Layer A average-per-match benchmark; stage=group stage; no match attendance available,Layer A global benchmarks + Dataset 1 attendance/match metadata
2018,2018_10,group stage,2018-06-17,Germany,Mexico,Luzhniki Stadium,Moscow,,78000,pending_match_level_source,0,0,0,0,0,191.0,1120.0,0.0,0.82,,1.0,1.0,1.0,0.82,187.90401732832436,,154.08129420922597,Modeled from Layer A average-per-match benchmark; stage=group stage; no match attendance available,Layer A global benchmarks + Dataset 1 attendance/match metadata
